Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 680.-,State Zurich (City),Address Paul-Feyerabend-Hof,City 8049 Zürich,"The room is located on the first floor. It is about 13m ^ 2, included is a desk, chair, bed, bookshelf and a closet. Additionally, there is a free wifi. Our room has a very large living room with a kitchen. The kitchen is equipped with two refrigerators, microwave, dishwasher, oven, coffee machine, toaster and a stove. You have an unlimited access to washing machines and driers located in the basement at any given time.  The picture is an example of a fully furnished room and the view you would have.  Surroundings: The flat is located on the campus ETH Hönggerberg and a 2 min bus ride or 10 minute walk away from Höngg Center (Meierhofplatz). You can find everything you need including Migros, Coop, Denner, Pharmacies, Post Office, etc. There is also a small coop on the campus itself (1 min walk). Transportation: The ETH Link connecting Hönggerberg and the center by a free of charge bus (15min ride) is also merely a 2 min walk away, as well as the bus numbers 80 and 69.  Official Homepage of Student Village: http://studentvillage.ch/",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--680-zurich-stadt/pictureLarge/roomPicture.png,"We are an international mixture of ETH students form Switzerland, Germany, Austria and Italy. We are three girls and five guys between the ages of 19-24.","We are looking for an open minded, ambitious, easy going character. You have to be at the university in Zurich and should be fluent in english, even though we are currently a german speaking.  We are looking forward to your application.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--680-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 825.-,State Zurich (City),Address Schachenmatten,City 8906 Bonstetten-Wettswil,"The room is medium sized, unfurled or furnished according to the light","2 young men (20,22 years old), working, sociable","You should be between 20 - 30 years old, working or student, calm, tidy. Entry possibility: from now or after arrangement,  In the apartment you can use the following: - 2 bathrooms - 2 balconies - 1 kitchen with dishwasher - 1 living room  Collection from now or by appointment.  If you are interested, we would be pleased to hear from you.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--1000-zurich-stadt0.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 765.-,State Zurich (City),Address Birchstrasse 408,City 8052 Zürich,"The room isZimmer in 3er-WG on the 3rd floor, approx. 17m2, quiet, large window front with a view on green area. Rent incl. Additional costs and internet. Large, well equipped kitchen with spacious living room. Shower / WC for shared use.",Two chemicochemists at the ETH (25 and 26).,"Resident, ordinary roommate, usually student or doctoral student.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--765-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 630.-,State Zurich (City),Address Hardstrasse 39,City 8004 Zürich,"The room isca 15m2 and bright. Furthermore, the apartment has a large living room, kitchen, dining area, bathroom and a balcony",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt/pictureLarge3/roomPicture3.png,"a cool guy, 26, graduate studies and traveling.",A roommate (s) who is cool on it and especially meets Juwo criteria.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt.html
Starting from 15.10.2017,Until No time restrictions,Monthly rent sFr. 1'200.-,State Zurich (City),Address Seegartenstrasse,City 8008 Zürich,"The room isGrosses and bright room (semi-furnished) with balcony with sea view, in a 2-room-flat share to a nice, friendly and professional single person. Also very welcome are Wochenaufenthalter. 6 minutes from the Opera and Stadelhofen railway station, 3 minutes from tram stop 2 and 4. The Seefeld district offers various cultural entertainment options (restaurants, bars, cinema, concerts, etc.) as well as the Zürichberg (forest), the old botanical garden, the Jogging and the lake with Badi Utoquai for bathing. The rent is 1200 CHF incl. Additional costs (internet, electricity, water, heating). Cleaning is billed separately. I, w, 50, uncomplicated, am engaged in the art consulting. Cleanliness, peace and mutual consideration are important to me. Are you also uncomplicated, tidy and humorous and believe it fits - then just sign up at Martina (photos will be sent if required)",1 person in 2-room apartment,1 roommate / roommate,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-10-2017--1200-zurich-stadt.html
Starting from 15.9.2017,Until No time restrictions,Monthly rent sFr. 1'150.-,State Zurich (City),Address Triemlistrasse,City 8047 Zürich,"The room isHi there, we got a room free in our spacious and nice apartment and are looking for an open minded adult to join in (for a minimum of 3 months)  There is a living room with a double sofa bed.  The apartment has got 4.5 rooms, a bathroom with bathtub and separate shower, a small shady and private space outside, and its own laundry room with machine and dryer. For an additional 150.- CHF a parking space in the garage is available.  Your room has got an extra sink inside. Per month it's going to cost 1150.- (which includes wifi internet, billag, and a payment on account of additional costs) The room is not furnished, could give you a (comfortable) matress and some lamp for sure as a start.  We (m / 34 / bricklayer) and (f / 36 / teacher) are very uncomfortable. English translation Results: 1-25 of 394 speak. If you do not know what you are doing,  If you're interested, you'll be invited to viewings.",",",.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017-ende-m-rz-1150-zurich-stadt.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 1'005.-,State Zurich (City),Address Gladbachstr. 59,City 8044 Zürich,"The room isThe room is 15.7 square meters, very bright with very nice wooden parquet, unfurnished. We live in a beautiful old apartment with terrace and garden. The apartment has 6 rooms with 2 bathrooms, large kitchen, living room and huge entrance area, which we as additional. Dining room. The apartment is equipped with washing machine, dryer, dishwasher, 2 cellars, bicycle storage, terrace with barbecue and additional tub. In addition, someone comes by the week cleaning the apartment. (Costs are already included in the rental price)",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--1005-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--1005-zurich-stadt/pictureLarge3/roomPicture3.png,"We live with you to five (2W / 2M). Chris, Andi and Vanessa work as architects in Zurich and Saida is still studying (24-29J). We are all very open and like sitting together, grilling in the garden or going away together. Besides, we are all passionate cooks or blackheads.","We are looking for open minded, sympathetic roommate. The room can possibly also already from the middle of October be referred. We look forward to your message!",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--1005-zurich-stadt.html
Starting from 24.9.2017,Until No time restrictions,Monthly rent sFr. 645.-,State Zurich (City),Address Witikonerstrasse 382A,City 8053 Zürich,The room isWe have an unfurnished room for 13.7m ^ 2 large. This is especially quiet as it is situated away from street and has morning sun. The rent per month is the size of the room. All rooms were renovated in 2015. We have two bathrooms and a private washing machine in the apartment. In the cellar compartment there is storage space for the storage of furniture etc. The kitchen is modern and offers enough space to linger. The room will be vacant from the end of July.,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/24-9-2017--645-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/24-9-2017--645-zurich-stadt/pictureLarge3/roomPicture3.png,"Student Engineering Master (2nd career path mediamatist), part-time doctoral student mathematics, employed in financial services and asset management. We value an open relationship with each other.","Placed, uncomplicated and self-employed person. You are studying at the UZH / ETH, work alongside or full time and look for a quiet home to relax. Then please send us an email in which you briefly introduce yourself and describe what you do professionally and privately. A visit to the apartment is then nothing more.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/24-9-2017--645-zurich-stadt.html
Starting from 1.12.2017,Until No time restrictions,Monthly rent sFr. 1'230.-,State Zurich (City),Address Freiestrasse 178,City 8032 Zürich,The room is knapp 21 qm gross and by 2 windows very bright. The room can be taken over furnished (price after arrangement).,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-12-2017--1230-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-12-2017--1230-zurich-stadt/pictureLarge3/roomPicture3.png,"Anina (28) and Lorena (29), and looking for a new roommate (w / m), who will take over the main tenancy (together with Anina).","a nice, established and professional person (w / m) with sense of cleanliness and order, which completes our flat share. Usually until you are about our age, but more important is that you fit in with us :)",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-12-2017--1230-zurich-stadt.html
Starting from 15.10.2017,Until 30. September 2018 (could be extended),Monthly rent sFr. 1'100.-,State Zurich (City),Address Salvatorstrasse 28,City 8050 Zürich,"The room is bright, quiet, modernly furnished, ca 17 m ^ 2. The beautiful flat (70 m ^ 2) houses 2 people. It features 2 bedrooms, a living room and a bathroom. The location is ideal, especially for students. Quiet and green neighborhood in Oerlikon. Supermarket and public transport only 5 min away. All ETH / Uni Locations are within 10-20 min. The rent includes electricity and heating, Wifi, two storage compartments, a bicycle cellar, and a free washing and drying room with washing machine, tumbler, and air-dryer. Running and cycling enthusiasts are in the nature / woods within 10 min. The contract could be extended beyond September 2018, but this remains uncertain.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/15-10-2017-30--september-2018-1100-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/15-10-2017-30--september-2018-1100-zurich-stadt/pictureLarge3/roomPicture3.png,"Stéphane, 21, ETH Mechanical engineering student in my 3rd year. I'm from Luxembourg and speak fluent German, English and French. I'm an open and uncomplicated person. Next to my studies I like to do sports (roadbike, running) and to cook. If you are interested, please send me a mail! I'm looking forward to meet you.","a friendly, clean and open-minded flatmate, ideally a student. No smoking / pets. A personal liability insurance is required.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-10-2017-30--september-2018-1100-zurich-stadt.html
Starting from 15.9.2017,Until No time restrictions,Monthly rent sFr. 820.-,State Zurich (City),Address Malzstrasse 1,City 8045 Zurich,"The room isThe room is about 8 square meters big and located at Manesseplatz (Wiedikon). The room is furnished with a bed, a desk and a cupboard","I am 36 years old and I love to travel around the world. I am easy going, like going out with friends.",a person at the age of 30 - 35 years old.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--820-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 970.-,State Zurich (City),Address Bellariarain 2,City 8038 Zürich,"The room is fully equipped with all the necessary space and access to the garden.  It is part of a wg with 2 other cool guys. Moving out of the wg because of a new job opportunity in Geneva.  The apartment is located in a quiet and beautiful location (5 min by foot to the lake) and has everything you need: big living room, fully equipped kitchen, barbercy, washing machine and dryer in the basement, cleaning lady, internet.  1 month deposit.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-end-of-march-2018--might-be-extended--970-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-end-of-march-2018--might-be-extended--970-zurich-stadt/pictureLarge3/roomPicture3.png,Marius 30 years old working in Zurich and Nicolas 23 y.o doing an internship in Zurich. The atmosphere is cool and fun.,"Man or woman 23 - 33 years old, preferably having a full time day job. with some experience living in flat sharing. English speaking, German and or french is a plus. Don't hesitate to tell us about you.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-end-of-march-2018--might-be-extended--970-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 570.-,State Zurich (City),Address Buchegstrasse 130-136,City 8057 Zurich,"The room is ~ 35 sqm for 570 + 90 (90 incl. Charges + cleaning lady) ---- a GIRL is not available (please not male applicants) ---- A few furnitures for the beginning if needed: mattress, desk and the mirror closet of the pictures. --- Right between the stations of Bucheggstrasse and Milchbuck --- The apartment also has a very nice living room, a kitchen, a terrace, bathroom and separate toilets. ---- Deposit is 1425 CHF ---- Sublet contract will be signed (2 months prior notice)",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--570-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--570-zurich-stadt/pictureLarge3/roomPicture3.png,"2 girls and 2 girls. We wish to keep the women / men ratio as such. ---- We are now one mexican girl (computer scientist) and two guys: 1 korean orchestra conductor and 1 french postdoc in biochemistry. ---- Rather calm, like to share and discuss very informally. ---- Big WG dinks with the former and present WG crews are organized regularly to gather, share some food and fun. ---- of course any other parties are also more welcome.","A 30 years old girl or older. (please no men!) ---- We meet and discuss, occasionally eat together! If you are looking for a place to stay, just go to one of the following sites: like games to help break the ice. ---- Please send a picture of it together with a small description if possible.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--570-zurich-stadt.html
Starting from 1.10.2017,Until 30.03.2020,Monthly rent sFr. 1'500.-,State Zurich (City),Address Sillerwies 7,City 8053 Zürich,"The room is beautiful, bright, 22 m2 large, unfurnished, with access to balcony and large, fantastic garden! In a 320 m2 house, with 6 nice, chilligen but active roommates. All expenses are included, ie electricity, Wlan, heating oil, water and cleaning maid once a week for common rooms.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-30-03-2020-1500-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-30-03-2020-1500-zurich-stadt/pictureLarge3/roomPicture3.png,"colorful mixed, quite different, and yet we have it very well together. We are 4 women and 2 men, so we tend to look for a man. If you are an uncomplicated, cool woman, it should also fit :) We are all quite enterprising, also like to have something together when it is (eg sport, eating together, hiking, biking, the lake ...) but depend on u to even at home rum. Due to the size of the house you can very well withdraw, but also enjoy the company of someone if you like. 7 people in a house sounds very much, but it is really extremely pleasant, since we are very well distributed.","a nice roommate, open-minded, tolerant, fond of non-smoker, without pets, professional, international, funny and humorous. Someone who is uncomplicated, interesting, with both legs in life, solves problems rather than generates, leaves the kitchen cleaner than he finds them, and somehow brings in the flatmate life, be it in gardening or anything else. Nobody is committed to anything, but it would be nice if you from your own initiative somehow brought in ... bspw. one of us likes the lawn, one cuts us the hair, one likes to make desserts, one is not just a lot, but is simply gorgeous funny, and one manages everything a bit and cares ""gladly"" around the garbage (that would be me",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-30-03-2020-1500-zurich-stadt.html
Starting from 1.10.2017,Until 1. Juli 2017 (mit Option auf Verlägerung),Monthly rent sFr. 800.-,State Zurich (City),Address Culmannstrasse 67,City 8006 Zürich,"The room isThe room has 14 square meters, old building, wooden parquet floor, sun from the east side, quiet. The house is old and has a special atmosphere. Security deposit: 1500 CHF. Limited until July 1, 2018. Possibility of extension.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-1--juli-2017--mit-option-auf-verl-gerung--800-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-1--juli-2017--mit-option-auf-verl-gerung--800-zurich-stadt/pictureLarge3/roomPicture3.png,"I, Johanna, am an artist, taught fine arts at the Zurich University of the Arts in Zurich, I am from Austria, beginning of 30, non-smoking. I am often traveling abroad and need my rest. Maryse studies Philosophy with History at the University of Zurich and is early 20th. Our interests are art, philosophy, nature, good films and critical literature. I am vegan, Maryse vegetarian and prefer it when no meat is stored in the refrigerator.","We are looking for an open-minded, quiet female flatmate, non-smoker, with whom we can also discuss well or sometimes eat something together (no compulsion).",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-1--juli-2017--mit-option-auf-verl-gerung--800-zurich-stadt.html
Starting from 8.10.2017,Until No time restrictions,Monthly rent sFr. 980.-,State Zurich (City),Address Bachmannweg 5,City 8046 Zürich Affoltern,"The room is (English Version Below)  Bright 14.5sqm room, top location in Zurich Affoltern ***  For the third room in our 3er WG we are looking for, Flavio and Michael, another person from 10.10-17 or by appointment and perpetual.  Room: The room is 14.5 square meters (3.1 x 4.4 m), unfurnished and very quiet location. It has two large windows overlooking the backyard, through which plenty of sunshine shines in.  Flat: The (120 sqm) apartment is a new building from 2011, fully furnished, with high speed Internet and in top condition. It is located on the 3rd floor, an elevator is available. In addition to three separate rooms, the apartment has a large and light-flooded living room, a fully equipped kitchen with oven and dishwasher, 2 complete bathrooms, a balcony and a cellar for common use. Washing machine and dryer are in the apartment. Free outdoor parking is available, and a permanent parking space in the underground car park is available at an additional cost. There is also a lockable bicycle parking space in the underground car park.  Location: The apartment is conveniently located, yet quietly located by S-Bahn and bus stop directly in front of the door. 15 min to the main station by S-Bahn / E-Bike, 6-9 min to Oerlikon by S-Bahn / bus, 7 min to ETH Hönggerberg by bus.  A motorway exit to the A1 is 1 km away. A large Migros (MM), Coop and Migrolino (open Mon-Sun) are reachable in 3 minutes on foot. The idyllic recreation area Katzensee is located in the immediate vicinity and is ideal for bathing, jogging or cycling.  Rental price The total rent for the room is 980 francs per month and is inclusive electricity, water, heating, internet and billag. The security deposit of 2 months rent is 1960 francs.  If you are interested in the room, please send me some information about you and what happens to you in Zurich, also with a link to your Facebook or LinkedIn profile. We look forward to meeting you soon.  Flavio and Michael   ************************************************** ****************************************  Bright 14.5 sqm room, top location in Zurich Affoltern.  For the third room in our 3-people WG we, Flavio and Michael, are looking for another person. The move can be done by anytime from 10th of October or later  Room: The room is 14.5 sqm (3.3 x 4.4 m), unfurnished and very quiet. It has two large windows, the backyard, through which plenty of sunshine comes in.  Flat: The (120 sqm) apartment is a new building from 2011, fully furnished, with high speed internet and in top condition. It is located on the 3rd floor, an elevator is available. In addition to three separate rooms, the apartment has a large and light-flooded living room, a fully equipped kitchen with oven and dishwasher, 2 complete bathrooms, a balcony and a cellar for common use. Washing machine and dryer are available in the apartment. Free outdoor parking is available, parking is available at an additional cost. There is a lockable bicycle parking space in the underground car park.  Location: The apartment is conveniently located, yet quietly located by S-Bahn and bus stop right in front of the door. 15 min to the main station by S-Bahn / E-Bike, 6-9 min to Oerlikon by S-Bahn / bus, 7 min to ETH Hönggerberg by bus.  A motorway exit to the A1 is 1 km away. A large Migros (MM), Coop and Migrolino (Mon-Sun open) are reachable in 3 minutes on foot. The idyllic recreation area Katzensee is located in the immediate vicinity and is ideal for bathing, jogging or cycling.  Rental price The total rent for the room is 980 francs per month and is inclusive electricity, water, heating, internet and billag. The security deposit of 2 months is 1960 francs.   If you are interested in the room, please contact us with some information about you and what you get to Zurich, ideally with a link to your Facebook or LinkedIn profile. We look forward to meeting you soon.  Flavio and Michael",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/8-10-2017--980-zurich-stadt0/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/8-10-2017--980-zurich-stadt0/pictureLarge3/roomPicture3.png,"(English Version Below)   We, Flavio and Michael, are two open-minded, sporty and responsible guys (30 and 29 years) who value social cohesion, good entertainment and cleanliness. Michael works as a consultant and is often not at home during the week. Flavio is entrepreneur and investor in startups. He also occasionally works from home. In our spare time, we cook together occasionally, do sports or take weekend trips. We are also interested in topics such as blockchain technologies (especially bitcoin / ethereum), entrepreneurship and science.  ************************************************** ****************************************  We, Flavio and Michael, are two open-minded, sporty and responsible guys (30 and 29 years old) who value social interactions, good entertainment and cleanliness. Michael works as a consultant and is not at home during the week. Flavio is entrepreneur and investor in startups. He also occasionally works from home. In our spare time, we cook together occasionally, do sports or take weekend trips. We are also interested in topics such as blockchain technologies (especially bitcoin / ethereum), entrepreneurship and science.","(English Version Below)  We are looking forward to an open-minded and social roommate with fun and interest in intellectual conversations, occasional shared activities, sense of cleanliness and order and with whom you can also party.  ************************************************** ****************************************  We are looking forward to an open-minded and social roommate with fun and interest in intellectual conversations, occasional shared activities, sense of cleanliness and order and with whom you can also party.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/8-10-2017--980-zurich-stadt0.html
